id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36838661,Bright Two Bedroom Flat Near City Centre and Leith,276879649,Lewis,,Easter Road and Hawkhill Avenue,55.96366,-3.16485,Entire home/apt,77,3,26,2022-08-24,0.68,1,17,2,
36842630,The Kelpie Comfortable home close to the Airport,190824044,Yvonne,,"Dalmeny, Kirkliston and Newbridge",55.95512,-3.4007,Private room,50,1,52,2022-09-12,1.39,2,149,43,
36845310,Lovely New Town quiet flat in wonderful location,276934762,Fiona,,New Town East and Gayfield,55.95829,-3.19121,Entire home/apt,180,14,32,2022-08-12,0.85,1,8,22,
36858091,Convenient 2BR flat close to The Royal Mile,95504572,Patrick,,Abbeyhill,55.95543,-3.1721,Entire home/apt,1000,1,1,2019-08-22,0.03,2,0,0,
36864505,Elegant family home in the City Centre,15466300,Jon,,Deans Village,55.95305,-3.20522,Entire home/apt,650,2,57,2022-08-24,1.51,9,0,29,
36870245,Bright 2-bed Home in Old Town Centre!,150465683,Lucie,,"Old Town, Princes Street and Leith Street",55.94851,-3.18442,Entire home/apt,206,2,93,2022-09-09,2.43,1,294,51,
36874307,Ensuite room with a view in a Georgian Art House,47403562,Michael,,Broughton North and Powderhall,55.96381,-3.19188,Private room,1000,1,18,2020-08-31,0.48,3,0,0,
36887802,Spacious and Beautiful 2BR Flat in Morningside,277265809,Andrew & Merissa,,Merchiston and Greenhill,55.93006,-3.21109,Entire home/apt,117,2,63,2022-09-09,1.67,1,152,16,
36891011,Lovely 2 bedroom flat close to city centre,143154916,Paul,,Shandon,55.93375,-3.23393,Entire home/apt,150,2,5,2019-09-08,0.13,1,0,0,
36891081,Ground Floor Home from Home in ❤️ of Old Town,39942612,Sarah,,Tollcross,55.94517,-3.20238,Entire home/apt,117,2,183,2022-09-09,4.79,10,104,85,
36891140,Near Royal Mile & University * Central * Old Town,131885860,Green,,"Old Town, Princes Street and Leith Street",55.94635,-3.1861,Entire home/apt,203,1,15,2022-08-26,0.39,3,120,6,
36901260,Prince Regent Street Apartment,19173145,Anabel,,North Leith and Newhaven,55.97675,-3.1811,Entire home/apt,99,3,40,2022-08-30,1.06,31,289,24,
36901309,Stylish flat in Sunny Leith,6909649,Laura,,South Leith,55.96984,-3.1656,Entire home/apt,120,3,10,2022-08-15,1.06,2,6,10,
36901831,Double room for weekends - Edinburgh,277346873,Jackie,,South Leith,55.96927,-3.16957,Private room,60,2,11,2021-12-05,0.29,1,0,3,
36905705,"Beautiful apartment, Fantastic New Town location!",120710377,Hazel,,Canonmills and New Town North,55.95856,-3.2014,Entire home/apt,157,2,28,2022-08-29,0.74,1,125,8,
36905892,Glamours stylish Victorian flat near the town,80801560,Toff,,Meadowbank and Abbeyhill North,55.95998,-3.16623,Entire home/apt,113,2,19,2022-09-02,2.59,2,18,19,
36910383,Huge cosy room in heart of Morningside,204138976,Bart,,Morningside,55.9269,-3.20852,Private room,44,2,9,2022-08-15,0.24,1,358,5,
36913973,Well presented apartment close to city centre,184858128,Jing,,Polwarth,55.93975,-3.22036,Entire home/apt,49,2,50,2022-09-11,1.31,1,0,26,
36928999,Cute Retreat in Beautiful Stockbridge - 1 Bed,218965991,Jim,,Stockbridge,55.96043,-3.20536,Entire home/apt,84,2,96,2022-09-08,2.57,1,32,55,
36930965,Morningside 2 bed flat,175214536,Joanna,,Morningside and Craighouse,55.9260065,-3.2109805,Entire home/apt,190,1,3,2022-08-24,3,1,0,3,
36936164,"Central, charming 2 bed Apt - Fantastic location!",18940674,Anna,,"Old Town, Princes Street and Leith Street",55.95698,-3.18552,Entire home/apt,300,2,8,2022-08-24,0.21,1,3,3,
36937764,Charming City Centre Flat!,45459201,Binita,,Dalry and Fountainbridge,55.94403,-3.21389,Entire home/apt,120,1,9,2020-02-09,0.24,1,0,0,
36953551,❂ Heart of Historic Old Town - Blair Street,97069974,Guy,,"Old Town, Princes Street and Leith Street",55.949059,-3.18764,Entire home/apt,213,2,91,2022-09-07,2.70,1,58,55,
36960907,Wisteria Cottage sleeps 4 to 6,260345402,Jane & Eric,,Comiston and Swanston,55.90301,-3.22068,Entire home/apt,120,3,61,2022-08-30,1.63,1,0,33,
36968107,Freshly renovated apartment in Edinburgh,64464344,Brendan,,Stockbridge,55.95705,-3.21202,Entire home/apt,55,3,1,2019-08-04,0.03,1,0,0,
36970372,Harbour Apartment,37340650,Qunyang,,Western Harbour and Leith Docks,55.98524,-3.18898,Entire home/apt,85,10,40,2020-12-12,1.05,2,0,0,
36971000,Central modern flat with scenic views Edinburgh,277928262,Pauline,,Meadowbank and Abbeyhill North,55.95994,-3.16343,Entire home/apt,150,2,9,2020-01-01,0.24,1,197,0,
36973781,Bright and spacious room near the meadows,24819306,Clare,,Bruntsfield,55.93681,-3.2096,Private room,43,1,44,2022-09-11,1.17,1,110,37,
36974997,Modern loft style apartment  in converted church,17142111,Ben,,The Shore and Constitution Street,55.97611,-3.17446,Entire home/apt,100,1,142,2022-09-02,3.79,1,97,68,
36977490,King & Private Bathroom,193049019,Kate,,Stockbridge,55.96085,-3.20913,Private room,88,1,30,2022-09-11,0.79,2,0,27,
36994344,A,272200535,Isaac,,The Calders,55.92056,-3.29422,Private room,999,1,2,2020-01-31,0.05,11,365,0,
37001369,The Butlers Basement,7318614,Gemma,,Deans Village,55.94795,-3.21551,Entire home/apt,98,2,92,2022-09-11,2.43,1,74,65,
37014149,Three bed Modern Maindoor Apartment,136447662,Raj,,Granton West and Salvesen,55.97677,-3.25204,Entire home/apt,1371,10,0,,,1,59,0,
37043355,New Town Pad,236828,Francois,,New Town West,55.95718,-3.19671,Entire home/apt,110,4,30,2022-03-14,0.80,15,3,12,
37044077,Sunny Georgian flat on Leith Links.,275101344,Anastasia,,Western Harbour and Leith Docks,55.97265,-3.16131,Entire home/apt,250,2,7,2022-08-15,0.69,1,11,7,
37053110,1 bedroom apartment with free parking,146424916,Hasso,,Polwarth,55.93772303088137,-3.223401063819044,Entire home/apt,87,1,0,,,1,160,0,
37054430,Modern yet traditional flat near central Edinburgh,51405777,Paul,,Northfield and Piershill,55.95529,-3.14652,Private room,24,2,14,2022-05-16,0.37,1,0,8,
37055596,"Nice 1 bed flat, Gorgie main road, shops, buses",81338021,Jacob,,Gorgie East,55.93865,-3.23263,Entire home/apt,35,200,19,2019-11-26,0.51,1,179,0,
37066539,Grierson Avenue Apartment,278800067,The Stewart Family,,Boswall and Pilton,55.97607,-3.21789,Entire home/apt,75,2,31,2021-10-05,0.82,2,131,1,
37086115,Room by The Shore,273323798,Ewan,,North Leith and Newhaven,55.97575,-3.18099,Private room,65,1,59,2022-09-11,1.56,1,9,47,
37087168,"Boutique Large Double Room W, Edinburgh nr Airport",81429374,Audrey,,"Dalmeny, Kirkliston and Newbridge",55.96197,-3.40891,Private room,41,1,109,2022-08-28,2.88,1,25,46,
37087266,The Upper Craigour Royal Infirmary House,17145557,Pillow,,Fernieside and Moredun South,55.91642,-3.13276,Entire home/apt,109,2,1,2021-12-27,0.11,2,321,1,
37090355,Quiet cosy king bed (women and couples only),104521363,Apollo,,Niddrie,55.92912,-3.12402,Private room,23,3,15,2020-10-05,0.40,2,0,0,
37091387,双金匙公寓Stunning Studio with Ensuite & Kitchenette #5,251489299,Jennifer,,Longstone and Saughton,55.92365,-3.24955,Entire home/apt,69,3,4,2021-07-28,0.11,11,0,0,
37107479,Charming Edinburgh flat close to city centre,279117676,Ayela,,South Leith,55.97085,-3.16847,Entire home/apt,106,2,9,2022-06-26,0.24,1,0,6,
37110573,Lovely bright flat in central location - Sleep 4/5,58436099,Wendy,,Bruntsfield,55.93815,-3.21693,Entire home/apt,140,5,0,,,1,0,0,
37113545,Calton Hill - Private entrance with outdoor space,194530229,Charlotte,,"Old Town, Princes Street and Leith Street",55.95432,-3.18609,Entire home/apt,206,1,242,2022-08-28,6.40,1,127,102,
37139819,DISCOUNT! Double private room Portobello Edinburgh,122262229,Edgar,,Portobello,55.95545,-3.11739,Private room,70,5,1,2020-02-20,0.03,1,74,0,
37144709,Spacious & Modern 4 Bed New Town Flat,49799978,Sam,,Hillside and Calton Hill,55.95756,-3.18084,Entire home/apt,290,6,2,2022-08-29,2,1,0,2,
37144928,Hidden Gem in the ❤️ of the City The Perfect Base,39942612,Sarah,,"Old Town, Princes Street and Leith Street",55.95099,-3.20093,Entire home/apt,91,2,143,2022-08-29,3.84,10,77,68,
37146719,Private single room in Georgian flat,18240610,Beverley,,Trinity East and The Dudleys,55.97403,-3.18908,Private room,38,2,11,2022-08-27,0.29,1,0,3,
37163273,"Central, chic, comfortable double bed & ensuite",15627946,Sara,,Broughton South,55.96351,-3.18207,Entire home/apt,61,2,57,2022-09-11,1.52,1,3,37,
37173826,5* Beautiful & stylish basement apartment!,176156075,Nizam,,Pilrig,55.96571,-3.17918,Entire home/apt,264,2,20,2022-08-25,0.55,1,42,3,
37177643,"Bright, modern flat with private patio, central.",43797679,Sue,,Easter Road and Hawkhill Avenue,55.9605,-3.16713,Entire home/apt,125,1,60,2022-08-28,1.58,1,0,20,
37179722,1 Bedroom apartment close to Historic Royal Mile,277966281,Paul,,Abbeyhill,55.95684,-3.1666,Entire home/apt,50,2,17,2020-02-22,0.45,1,0,0,
37180618,Stylish home near Edinburgh city centre,20328740,James,,Broughton South,55.96317,-3.18993,Entire home/apt,256,4,6,2022-08-21,0.16,2,87,4,
37181754,"**Luxurious, stunning, modern 1 bdrm apartment**",279797569,Mariyaah,,Meadows and Southside,55.94449,-3.19355,Entire home/apt,180,5,9,2020-02-10,0.24,1,0,0,
37181875,Lovely Double Bedroom - Direct from Airport,247461969,Fabienne,,Granton West and Salvesen,55.97541,-3.25027,Private room,41,2,10,2022-09-07,0.27,1,86,8,
37182876,Cute private bedroom in central Haymarket flat,15799697,Jennifer,,Tollcross,55.94663,-3.21357,Private room,50,2,34,2021-08-23,0.90,1,0,0,
37198149,Gorgeous room with your own wee shower room!,7337769,Sharon,,"Blackford, West Mains and Mayfield Road",55.93213,-3.17438,Private room,50,2,0,,,1,0,0,
37198342,Big double bedroom with sofa - Calton Hill view,34974017,Poorna,,Great Junction Street,55.96927,-3.17537,Private room,60,14,22,2022-07-17,0.58,3,133,13,
37201375,Westfield court holiday home,280013341,Pauline,,Gorgie West,55.93632,-3.24335,Entire home/apt,70,2,86,2022-09-08,2.28,2,245,42,
37206642,Cosy and peaceful flat,17685004,Claire,,Restalrig (Loganlea) and Craigentinny West,55.95993,-3.14882,Private room,35,2,4,2019-08-23,0.11,1,0,0,
37209470,⭐️Central Edinburgh cosy 2 bed Apt. free parking,82920406,Annie(Wanrong),,Abbeyhill,55.95615,-3.16766,Entire home/apt,79,2,70,2021-09-11,1.87,1,0,0,
37209486,Double Room in Edinburgh,152219715,Wojciech,,Boswall and Pilton,55.97388,-3.23594,Private room,100,1,14,2022-08-28,0.37,1,16,4,
37226800,双金匙公寓Stunning Studio with Ensuite & Kitchenette #6,251489299,Jennifer,,Craiglockhart,55.92155,-3.24822,Entire home/apt,69,3,5,2020-02-22,0.13,11,0,0,
37231487,Bedroom to rent,113096694,Robert,,Meadowbank and Abbeyhill North,55.9596,-3.16615,Private room,79,3,4,2022-07-28,0.11,1,78,2,
37234489,Bright room in lovely Victorian flat - Holyrood,37778707,Nazia,,Meadowbank and Abbeyhill North,55.95538,-3.15665,Private room,75,2,1,2020-01-03,0.03,1,0,0,
37234812,Stunning Apartment with Ensuite & Kitchenette #4,251489299,Jennifer,,Craiglockhart,55.92214,-3.25008,Entire home/apt,69,3,9,2020-08-04,0.24,11,0,0,
37236334,双金匙公寓Stunning Studio with Ensuite & Kitchenette #2,251489299,Jennifer,,Craiglockhart,55.92167,-3.24823,Entire home/apt,69,3,10,2021-09-19,0.26,11,0,1,
37237135,双金匙公寓Stunning Studio with Ensuite & Kitchenette #1,251489299,Jennifer,,Craiglockhart,55.92239,-3.24814,Entire home/apt,69,3,20,2021-08-09,0.53,11,0,0,
37240210,Magnificent Meadows Apartment,5116371,Dele,,Tollcross,55.94315,-3.20116,Entire home/apt,120,2,112,2022-09-04,3.04,4,77,56,
37243092,"Brand new, Bright, Spacious flat with Wow factor.",15895102,Tanja,,The Shore and Constitution Street,55.97615,-3.167,Entire home/apt,90,2,57,2022-08-27,1.51,1,56,21,
37245560,"Suntrap House, in stunning 3 acre mature garden.",280407224,Robert,,"Ratho, Ingliston and Gogar",55.9233702,-3.3278797,Entire home/apt,180,3,4,2022-08-29,3.00,1,47,4,
37251840,Bright private double bedroom close to city centre,68078283,Ana,,Broughton South,55.96359,-3.18262,Private room,41,3,8,2020-03-09,0.21,1,0,0,
37274105,Large City Centre Edinburgh Flat,69336322,Alastair,,Pilrig,55.966596106341925,-3.175516963707849,Entire home/apt,108,1,21,2022-09-04,4.23,1,152,21,
37276808,Stunning 2 Bed flat located by Arthurs Seat.,822315,Jack,,"Canongate, Southside and Dumbiedykes",55.9433,-3.17804,Entire home/apt,65,7,9,2022-07-29,0.24,1,0,4,
37285156,Stylish SightHill 3 bedroom flat with FREE parking,280690882,David,,The Calders,55.91879,-3.28478,Entire home/apt,137,2,51,2022-09-11,1.34,1,152,34,
37288103,Stunning Apartment Close To Edinburgh City Centre,13448227,Beverley,,Dalry and Fountainbridge,55.94108,-3.21984,Entire home/apt,296,2,25,2022-09-04,0.74,1,275,16,
37311625,Great double bedroom flat 10 min to city centre,158684979,Michele,,Stenhouse and Saughton Mains,55.93144,-3.26214,Private room,36,2,3,2022-08-28,0.08,1,1,1,
37313347,Relaxing Double Room in Seaside flat,224950943,Mary,,Portobello,55.95891,-3.11949,Private room,49,1,1,2019-08-07,0.03,1,12,0,
37314136,"Newly converted apartment in Leith, The Shore",280898820,Jordan,,The Shore and Constitution Street,55.9767,-3.16655,Entire home/apt,50,2,7,2020-02-16,0.19,1,0,0,
37323523,Single Room in Cosy Friendly Flat,220518083,Clare,,Corstorphine South,55.93214,-3.28159,Private room,30,7,3,2022-05-16,0.08,1,166,1,
37324624,Small but very cosy single room,18970049,Darcy,,Moredun and Craigour,55.91731,-3.13923,Private room,63,1,11,2022-07-04,0.29,1,363,7,
37345610,Attractive Large 2 Bed Victorian Appt Free Parking,174465086,Andrew,,Western Harbour and Leith Docks,55.98102,-3.19193,Entire home/apt,82,2,138,2022-08-30,3.66,1,38,61,
37348889,Bright and spacious double room,12492796,Samantha,,Bonnington,55.9721,-3.1862,Private room,98,2,8,2022-08-15,0.21,1,72,3,
37349305,"Cosy 1BR just off Leith Walk, 10 mins to centre",281368432,Richard,,Leith (Albert Street),55.96124,-3.17669,Entire home/apt,1000,1,5,2020-04-10,0.13,1,166,0,
37351221,"Spacious double bedroom, a view of Arthur's Seat",32612746,Jiayi,,Craigmillar,55.92404,-3.15696,Private room,37,1,11,2022-09-13,0.30,1,3,1,
37362557,Bright and fully refurbished private room,281520151,Agnese,,Clermiston and Drumbrae,55.95428,-3.28708,Private room,42,1,23,2022-07-28,0.61,1,0,10,
37365611,A Different Angle,35158075,Laura,,Polwarth,55.93949,-3.2246,Entire home/apt,74,7,12,2022-08-24,0.32,1,299,9,
37377309,"Beautiful room at the Shore, Leith, free parking",53972226,Tamas,,The Shore and Constitution Street,55.97694,-3.17172,Private room,70,2,13,2020-03-08,0.34,1,0,0,
37380314,"Smart Edinburgh 2 bed: sky views, secure parking",9877158,Hannah,,The Shore and Constitution Street,55.97603,-3.16634,Entire home/apt,150,2,35,2022-08-28,1.11,1,158,27,
37381153,City Centre Room in Edinburgh Just off Royal Mile,694034,Mo And Farrah,,"Old Town, Princes Street and Leith Street",55.94968,-3.18817,Private room,93,2,9,2022-09-08,0.24,4,77,8,
37383337,Spacious apartment in a great family area,264789105,Alan,,Bruntsfield,55.93746,-3.20939,Entire home/apt,106,1,46,2020-10-17,1.23,1,0,0,
37384123,2 Bedroom Flat in Edinburgh,10764972,Jo,,Slateford and Chesser,55.92873,-3.24459,Entire home/apt,100,3,14,2022-08-29,0.37,1,0,4,
37386540,AMAZING ROOM IN THE HEART OF EDINBURGH'S OLD TOWN,197230443,Old Town,,"Old Town, Princes Street and Leith Street",55.94996,-3.18294,Private room,100,1,150,2022-09-11,3.98,1,84,89,
37391360,Beautiful West End Apt 7mins walk to Princes St,152992482,Victoria,,Deans Village,55.95457,-3.21674,Entire home/apt,116,3,39,2022-08-24,1.04,1,64,31,
37394732,Your cosy home from home with garden and parking.,143380109,Ralf,,Stockbridge,55.9589,-3.21422,Entire home/apt,102,2,31,2022-08-30,0.82,1,0,14,
37397661,双金匙公寓Stunning Studio with Ensuite & Kitchenette #7,251489299,Jennifer,,Craiglockhart,55.92293,-3.25004,Entire home/apt,70,3,1,2021-08-22,0.08,11,0,0,
37398468,双金匙公寓Stunning Studio with Ensuite & Kitchenette #8,251489299,Jennifer,,Colinton and Kingsknowe,55.92157,-3.24971,Entire home/apt,79,3,2,2019-08-24,0.05,11,0,0,
37417932,Newly Refurbished City Centre Apartment,117744383,Yamin,,Dalry and Fountainbridge,55.9428,-3.21952,Entire home/apt,189,2,53,2021-09-14,1.40,1,1,1,
37420350,Lovely king size bed in city centre flat.,201629089,Marion,,Broughton South,55.96241378459553,-3.182198591530323,Private room,74,4,3,2022-09-13,3,1,245,3,
37422233,Large double bedroom in stylish flat in Newington,78401157,Monika,,"Blackford, West Mains and Mayfield Road",55.92844,-3.17845,Private room,51,1,12,2021-09-20,0.32,1,0,1,
37427715,"Modern room with great airport access,free parking",155298452,Botond,,Granton West and Salvesen,55.97784,-3.25171,Private room,45,1,21,2021-09-05,0.56,1,0,0,
37451130,Festival Lets,87096068,Athar,,"Old Town, Princes Street and Leith Street",55.94901,-3.19125,Entire home/apt,650,2,2,2022-08-07,0.59,1,89,2,
37476039,Stunning Coastal Apartment in Newhaven Harbour,281380932,Kamilla,,Western Harbour and Leith Docks,55.98613,-3.18962,Entire home/apt,163,2,3,2021-08-29,0.09,1,307,0,
37480059,Edinburgh Church Apartments - The Bell Tower,1449458,Natalie,,Dalry and Fountainbridge,55.94476,-3.21781,Entire home/apt,195,1,0,,,2,0,0,
37485978,★ 2BR Grassmarket Apartment with Castle View ★,201600360,David,,Tollcross,55.94611,-3.20019,Entire home/apt,173,1,185,2022-08-29,5.03,29,296,77,
37491330,City Centre Double Bedroom just off Royal Mile #2,694034,Mo And Farrah,,"Old Town, Princes Street and Leith Street",55.94988,-3.19016,Private room,92,2,16,2022-09-13,0.43,4,77,4,
37514351,Spacious and Bright Entire Flat Near City Centre,232628982,Andrew,,Stenhouse and Saughton Mains,55.93569,-3.25532,Entire home/apt,76,2,12,2022-09-02,0.32,2,23,5,
37518782,Beautiful and Historic 'New Town' Flat,282810609,Pete,,Canonmills and New Town North,55.95816,-3.19693,Entire home/apt,80,1,78,2022-09-07,2.08,1,225,40,
37525872,Family friendly apartment in amazing location!,39942612,Sarah,,"Old Town, Princes Street and Leith Street",55.95301,-3.20019,Entire home/apt,225,2,168,2022-09-08,4.51,10,117,76,
37529738,Prime Location -  New Town/Stockbridge Apartment,40333417,Ross,,Stockbridge,55.96131,-3.20241,Entire home/apt,97,2,37,2022-08-21,0.98,1,233,23,
37549445,"Excellent location, cosy home",6842080,Caroline,,The Shore and Constitution Street,55.97508,-3.17619,Private room,70,1,25,2022-09-10,1.98,1,76,24,
37562265,Cosy room in recently renovated Leith flat.,283743356,Allan,,Hillside and Calton Hill,55.95766,-3.17286,Private room,51,3,61,2022-09-10,1.66,2,48,40,
37563285,"Large, spacious room in newly renovated Leith flat",283743356,Allan,,Leith (Albert Street),55.96191,-3.17157,Private room,70,3,41,2022-08-26,1.14,2,72,25,
37596408,Three Bed Brilliant Penthouse for Edi Festival,176678482,J G,,Meadows and Southside,55.94141,-3.20237,Entire home/apt,198,7,2,2022-08-15,0.05,1,11,1,
37598265,Large Stunning Modern Apartment near City Centre,48605816,Angela,,Carrick Knowe,55.94164,-3.27967,Entire home/apt,175,3,1,2019-08-25,0.03,1,0,0,
37621714,Homely + Comfortable 2 Bed in historic Rose Street,283664153,Philip John,,Deans Village,55.95183,-3.20617,Entire home/apt,162,2,19,2022-08-25,0.52,1,143,12,
37622075,Cosy room in vibrant Leith.,43407744,Graziella,,South Leith,55.96885,-3.16931,Private room,50,2,17,2022-09-10,0.46,2,1,16,
37629385,lovely BR in vibrant Leith for Fringe & all year,284300997,Yasemin,,Leith (Albert Street),55.96444,-3.17459,Private room,79,2,37,2022-08-28,0.99,1,3,17,
37651463,Entire flat South Queensferry. Cool & Contemporary,284490478,Liam,,"Dalmeny, Kirkliston and Newbridge",55.9811,-3.40217,Entire home/apt,76,3,3,2020-01-05,0.08,1,25,0,
37657264,"Stylish and Spacious, City Centre Apartment",55502402,Lewis,,Tollcross,55.94626,-3.20623,Entire home/apt,118,2,34,2022-09-04,0.91,2,275,17,
37658519,City Centre Apartment,133569344,Alex,,Leith (Albert Street),55.96305,-3.17322,Entire home/apt,82,5,44,2022-08-15,1.21,3,247,13,
37675308,双金匙公寓Stunning Studio with Ensuite & Kitchenette #9,251489299,Jennifer,,Colinton and Kingsknowe,55.92107,-3.25018,Private room,65,3,4,2021-09-17,0.11,11,0,1,
37695549,Lovely 3BR in beautiful green surroundings,284916890,Callum,,Willowbrae and Duddingston Village,55.9399,-3.13754,Entire home/apt,1000,1,21,2020-03-15,0.56,1,122,0,
37700467,"Stylish, Central and Sizeable 3 Bedroom Apartment",64183343,Jack,,New Town East and Gayfield,55.95819,-3.18677,Entire home/apt,336,2,1,2019-08-21,0.03,3,0,0,
37705686,Geri & Rado’s Place,159199680,Gergana & Radoslav,,Stenhouse and Saughton Mains,55.93274,-3.27224,Entire home/apt,152,2,31,2022-08-28,0.83,1,0,9,
37709930,"Newly Renovated 2 BDR near Haymarket, free parking",285032865,Miya,,Gorgie East,55.94127,-3.22609,Entire home/apt,137,2,206,2022-09-09,5.71,1,153,91,
37729406,Large Boutique Townhouse (Best in Edinburgh),148816417,Roy,,Boswall and Pilton,55.97468,-3.22333,Entire home/apt,250,2,4,2022-07-25,0.12,1,288,3,
37732295,Sophisticated and Bright One Bed in Leith,285063200,Hendrike,,South Leith,55.96971,-3.17103,Entire home/apt,100,2,23,2022-08-10,0.63,1,2,13,
37732806,Edlets Amazing Blackford Lodge with Stunning Views,21906467,Alison,,"Blackford, West Mains and Mayfield Road",55.92595,-3.18724,Entire home/apt,446,2,2,2020-09-21,0.06,43,363,0,
37736694,Edlets Spacious Bruntsfield Apartment,21906467,Alison,,Tollcross,55.94061,-3.20572,Entire home/apt,300,2,0,,,43,252,0,
37737112,A Royal Mile home away from home,22691824,Kim,,"Old Town, Princes Street and Leith Street",55.95043,-3.18346,Entire home/apt,110,1,59,2022-04-03,1.58,1,0,15,
37739567,1 Bed flat near Uni,155117601,J,,Marchmont East and Sciennes,55.93851,-3.18252,Entire home/apt,75,1,85,2022-08-28,2.35,1,41,62,
37758924,Bright double  room in central home - bedroom 1,7265901,Pauline,,Marchmont East and Sciennes,55.93684,-3.18623,Private room,80,2,8,2022-09-08,0.22,2,53,6,
37764008,GuestReady Stylish 2 Br Flat for 5 in the Heart of,402191311,GuestReady,,Dalry and Fountainbridge,55.94492,-3.21087,Entire home/apt,100,2,57,2022-08-24,1.58,25,11,23,
37766263,"Bright, Spacious Holiday Home Just For you!",120186,Laura,,North Leith and Newhaven,55.97813,-3.18543,Entire home/apt,80,2,21,2020-08-31,0.56,2,52,0,
37776897,The Croft Residence in Hip West End*,2422509,Sonia & Chris,,Deans Village,55.94822,-3.21413,Entire home/apt,209,2,96,2022-09-09,2.72,13,178,59,
37787035,Edinburgh Apartment,91862876,Gillian,,"Barnton, Cammo and Cramond South",55.96306,-3.30143,Entire home/apt,180,4,18,2022-09-04,0.54,1,320,14,
37797514,Central Location free private parking,10014078,Lynn,,Hillside and Calton Hill,55.96088,-3.17681,Entire home/apt,559,1,49,2022-08-30,1.39,2,126,24,
37807554,"Quiet, relaxing place to stay near town center",132083211,Alfredo,,Restalrig and Lochend,55.96137972811774,-3.1575625017285347,Private room,95,21,1,2022-08-23,1,2,290,1,
37846301,Bright modern studio in City Centre (w/parking),20028464,Lisa McKinney,,Tollcross,55.94294,-3.20533,Entire home/apt,67,1,8,2020-10-29,0.22,12,1,0,
37856018,King master bed close to ERI (women&couples),104521363,Apollo,,Niddrie,55.92914,-3.12551,Private room,24,5,8,2020-09-19,0.22,2,0,0,
37858799,Superb main door one bedroom flat,132443389,Basil,,Gorgie East,55.94066,-3.22437,Entire home/apt,120,3,63,2022-08-23,1.71,2,79,21,
37863671,Clean & spacious ground floor flat,286786378,Hasham,,"Craigleith, Orchard Brae and Crewe Toll",55.96571,-3.23731,Entire home/apt,141,1,27,2022-09-04,0.72,1,0,7,
37868202,"Heart of Edinburgh, private Georgian apartment",33234279,Mailin,,Tollcross,55.94438,-3.20389,Entire home/apt,65,1,66,2020-09-14,1.78,1,0,0,
37883270,New Town Studio in the ♡ of Edinburgh City Centre,70169217,Debora,,New Town West,55.95741,-3.20175,Entire home/apt,80,2,9,2020-09-06,0.24,1,0,0,
37893175,Quaint city flat with peaceful terrace,287048955,Catriona,,"Barnton, Cammo and Cramond South",55.96104,-3.30179,Entire home/apt,72,2,128,2022-09-12,3.45,1,32,72,
37903139,Luxury Edinburgh Apartment (2bed/2bath) (parking),116562959,Sarah,,New Town East and Gayfield,55.96001,-3.1863,Entire home/apt,141,3,26,2022-07-19,0.71,1,0,10,
37906662,Luxury Modern Flat/meadow/Castle/royal mile/fringe,102391545,Grace,,Meadows and Southside,55.94289,-3.19489,Entire home/apt,226,1,15,2022-08-26,1.12,1,104,11,
37930241,Newly renovated stunning apartment in Stockbridge,3008499,Rebecca,,Stockbridge,55.95709,-3.21549,Entire home/apt,68,1,154,2022-09-07,4.16,50,279,62,
37989852,Modern Leith 2 bed/2bath apt (lift & parking),20028464,Lisa McKinney,,The Shore and Constitution Street,55.97382,-3.16391,Entire home/apt,58,3,1,2021-09-14,0.08,12,0,1,
37990356,Edlets Fantastic New Town Apartment,21906467,Alison,,Canonmills and New Town North,55.95994,-3.19761,Entire home/apt,286,2,6,2022-09-13,0.17,43,320,2,
38039990,Beautiful student HMO 3 Bed flat by Universities,29624831,Lorna,,Broomhouse and Bankhead,55.92195,-3.2862,Entire home/apt,175,28,0,,,16,0,0,
38047490,1 double bedroom in a 2 bedroom flat,44072993,Anda,,Drylaw,55.965919,-3.2567257,Private room,40,2,8,2022-09-10,6.49,1,219,8,
38081411,"Modern entire flat in Gorgie, Edinburgh",213698087,Michael,,Gorgie East,55.94148,-3.23099,Entire home/apt,75,4,0,,,1,0,0,
38090692,⭐ROYAL MILE MANSIONS ⭐WALK TO CASTLE ⭐WITH LIFT ⭐,20028464,Lisa McKinney,,"Old Town, Princes Street and Leith Street",55.95042419433594,-3.187999963760376,Entire home/apt,98,1,17,2022-08-27,0.47,12,66,6,
38117398,Quirky Traditional Colony House in Edinburgh City,24234004,Christopher,,Dalry and Fountainbridge,55.94378,-3.218,Entire home/apt,225,3,25,2022-08-14,0.71,1,130,19,
38150468,Stunning Student HMO 5 Bed by Napier & Heriot Watt,29624831,Lorna,,Parkhead and Sighthill,55.92032,-3.28398,Entire home/apt,243,28,0,,,16,0,0,
38153863,Grand apartment with panoramic view,12003084,Pippa,,Stockbridge,55.9534,-3.21382,Entire home/apt,120,10,4,2022-07-30,1.17,1,91,4,
38160610,Lovely 2 bedroom flat in central Canonmills,5296958,Emma,,Broughton North and Powderhall,55.96532,-3.19894,Entire home/apt,187,3,11,2022-07-18,0.32,2,63,8,
